Zone,Date,Flags
esquimalt-north-orange,2011-2-9,G
esquimalt-north-orange,2011-2-23,G
esquimalt-north-orange,2011-3-9,G
esquimalt-north-orange,2011-3-23,G
esquimalt-north-orange,2011-4-6,G
esquimalt-north-orange,2011-4-20,G
esquimalt-north-orange,2011-5-4,G
esquimalt-north-orange,2011-5-18,G
esquimalt-north-orange,2011-6-1,G
esquimalt-north-orange,2011-6-15,G
esquimalt-north-orange,2011-6-29,G
esquimalt-north-orange,2011-7-13,G
esquimalt-north-orange,2011-7-27,G
esquimalt-north-orange,2011-8-10,G
esquimalt-north-orange,2011-8-24,G
esquimalt-north-orange,2011-9-7,G
esquimalt-north-orange,2011-9-21,G
esquimalt-north-orange,2011-10-5,G
esquimalt-north-orange,2011-10-19,G
esquimalt-north-orange,2011-11-2,G
esquimalt-north-orange,2011-11-16,G
esquimalt-north-orange,2011-11-30,G
esquimalt-north-orange,2011-12-14,G
esquimalt-north-orange,2011-12-28,G
esquimalt-north-pink,2011-1-14,G
esquimalt-north-pink,2011-1-28,G
esquimalt-north-pink,2011-2-11,G
esquimalt-north-pink,2011-2-25,G
esquimalt-north-pink,2011-3-11,G
esquimalt-north-pink,2011-3-25,G
esquimalt-north-pink,2011-4-8,G
esquimalt-north-pink,2011-4-22,G
esquimalt-north-pink,2011-5-6,G
esquimalt-north-pink,2011-5-20,G
esquimalt-north-pink,2011-6-3,G
esquimalt-north-pink,2011-6-17,G
esquimalt-north-pink,2011-7-15,G
esquimalt-north-pink,2011-7-29,G
esquimalt-north-pink,2011-8-12,G
esquimalt-north-pink,2011-8-26,G
esquimalt-north-pink,2011-9-9,G
esquimalt-north-pink,2011-9-23,G
esquimalt-north-pink,2011-10-7,G
esquimalt-north-pink,2011-10-21,G
esquimalt-north-pink,2011-11-4,G
esquimalt-north-pink,2011-11-18,G
esquimalt-north-pink,2011-12-2,G
esquimalt-north-pink,2011-12-16,G
esquimalt-north-pink,2011-12-30,G
esquimalt-north-yellow,2011-1-11,G
esquimalt-north-yellow,2011-1-25,G
esquimalt-north-yellow,2011-2-8,G
esquimalt-north-yellow,2011-2-22,G
esquimalt-north-yellow,2011-3-8,G
esquimalt-north-yellow,2011-3-22,G
esquimalt-north-yellow,2011-4-5,G
esquimalt-north-yellow,2011-4-19,G
esquimalt-north-yellow,2011-5-3,G
esquimalt-north-yellow,2011-5-17,G
esquimalt-north-yellow,2011-5-31,G
esquimalt-north-yellow,2011-6-14,G
esquimalt-north-yellow,2011-6-28,G
esquimalt-north-yellow,2011-7-12,G
esquimalt-north-yellow,2011-7-26,G
esquimalt-north-yellow,2011-8-9,G
esquimalt-north-yellow,2011-8-23,G
esquimalt-north-yellow,2011-9-6,G
esquimalt-north-yellow,2011-9-20,G
esquimalt-north-yellow,2011-10-4,G
esquimalt-north-yellow,2011-10-18,G
esquimalt-north-yellow,2011-11-1,G
esquimalt-north-yellow,2011-11-15,G
esquimalt-north-yellow,2011-11-29,G
esquimalt-north-yellow,2011-12-13,G
esquimalt-south-blue,2011-1-6,G
esquimalt-south-blue,2011-1-20,G
esquimalt-south-blue,2011-2-3,G
esquimalt-south-blue,2011-2-17,G
esquimalt-south-blue,2011-3-3,G
esquimalt-south-blue,2011-3-17,G
esquimalt-south-blue,2011-3-31,G
esquimalt-south-blue,2011-4-14,G
esquimalt-south-blue,2011-4-28,G
esquimalt-south-blue,2011-5-12,G
esquimalt-south-blue,2011-5-26,G
esquimalt-south-blue,2011-6-9,G
esquimalt-south-blue,2011-6-23,G
esquimalt-south-blue,2011-7-7,G
esquimalt-south-blue,2011-7-21,G
esquimalt-south-blue,2011-8-4,G
esquimalt-south-blue,2011-8-18,G
esquimalt-south-blue,2011-9-1,G
esquimalt-south-blue,2011-9-15,G
esquimalt-south-blue,2011-9-29,G
esquimalt-south-blue,2011-10-13,G
esquimalt-south-blue,2011-10-27,G
esquimalt-south-blue,2011-11-10,G
esquimalt-south-blue,2011-11-24,G
esquimalt-south-blue,2011-12-8,G
esquimalt-south-blue,2011-12-22,G
esquimalt-south-green,2011-1-17,G
esquimalt-south-green,2011-1-31,G
esquimalt-south-green,2011-2-14,G
esquimalt-south-green,2011-2-28,G
esquimalt-south-green,2011-3-14,G
esquimalt-south-green,2011-3-28,G
esquimalt-south-green,2011-4-11,G
esquimalt-south-green,2011-5-9,G
esquimalt-south-green,2011-5-23,G
esquimalt-south-green,2011-6-6,G
esquimalt-south-green,2011-6-20,G
esquimalt-south-green,2011-7-4,G
esquimalt-south-green,2011-7-18,G
esquimalt-south-green,2011-8-15,G
esquimalt-south-green,2011-8-29,G
esquimalt-south-green,2011-9-12,G
esquimalt-south-green,2011-9-26,G
esquimalt-south-green,2011-10-10,G
esquimalt-south-green,2011-10-24,G
esquimalt-south-green,2011-11-7,G
esquimalt-south-green,2011-11-21,G
esquimalt-south-green,2011-12-5,G
esquimalt-south-green,2011-12-19,G
esquimalt-south-orange,2011-1-5,G
esquimalt-south-orange,2011-1-19,G
esquimalt-south-orange,2011-2-2,G
esquimalt-south-orange,2011-2-16,G
esquimalt-south-orange,2011-3-2,G
esquimalt-south-orange,2011-3-16,G
esquimalt-south-orange,2011-3-30,G
esquimalt-south-orange,2011-4-13,G
esquimalt-south-orange,2011-4-27,G
esquimalt-south-orange,2011-5-11,G
esquimalt-south-orange,2011-5-25,G
esquimalt-south-orange,2011-6-8,G
esquimalt-south-orange,2011-6-22,G
esquimalt-south-orange,2011-7-6,G
esquimalt-south-orange,2011-7-20,G
esquimalt-south-orange,2011-8-3,G
esquimalt-south-orange,2011-8-17,G
esquimalt-south-orange,2011-8-31,G
esquimalt-south-orange,2011-9-14,G
esquimalt-south-orange,2011-9-28,G
esquimalt-south-orange,2011-10-12,G
esquimalt-south-orange,2011-10-26,G
esquimalt-south-orange,2011-11-9,G
esquimalt-south-orange,2011-11-23,G
esquimalt-south-orange,2011-12-7,G
esquimalt-south-orange,2011-12-21,G
esquimalt-south-pink,2011-1-7,G
esquimalt-south-pink,2011-1-21,G
esquimalt-south-pink,2011-2-4,G
esquimalt-south-pink,2011-2-18,G
esquimalt-south-pink,2011-3-4,G
esquimalt-south-pink,2011-3-18,G
esquimalt-south-pink,2011-4-1,G
esquimalt-south-pink,2011-4-15,G
esquimalt-south-pink,2011-4-29,G
esquimalt-south-pink,2011-5-13,G
esquimalt-south-pink,2011-5-27,G
esquimalt-south-pink,2011-6-10,G
esquimalt-south-pink,2011-6-24,G
esquimalt-south-pink,2011-7-8,G
esquimalt-south-pink,2011-7-22,G
esquimalt-south-pink,2011-8-5,G
esquimalt-south-pink,2011-8-19,G
esquimalt-south-pink,2011-9-2,G
esquimalt-south-pink,2011-9-16,G
esquimalt-south-pink,2011-9-30,G
esquimalt-south-pink,2011-10-14,G
esquimalt-south-pink,2011-10-28,G
esquimalt-south-pink,2011-11-25,G
esquimalt-south-pink,2011-12-9,G
esquimalt-south-pink,2011-12-23,G
esquimalt-south-yellow,2011-1-4,G
esquimalt-south-yellow,2011-1-18,G
esquimalt-south-yellow,2011-2-1,G
esquimalt-south-yellow,2011-2-15,G
esquimalt-south-yellow,2011-3-1,G
esquimalt-south-yellow,2011-3-15,G
esquimalt-south-yellow,2011-3-29,G
esquimalt-south-yellow,2011-4-12,G
esquimalt-south-yellow,2011-4-26,G
esquimalt-south-yellow,2011-5-10,G
esquimalt-south-yellow,2011-5-24,G
esquimalt-south-yellow,2011-6-7,G
esquimalt-south-yellow,2011-6-21,G
esquimalt-south-yellow,2011-7-5,G
esquimalt-south-yellow,2011-7-19,G
esquimalt-south-yellow,2011-8-2,G
esquimalt-south-yellow,2011-8-16,G
esquimalt-south-yellow,2011-8-30,G
esquimalt-south-yellow,2011-9-13,G
esquimalt-south-yellow,2011-9-27,G
esquimalt-south-yellow,2011-10-11,G
esquimalt-south-yellow,2011-10-25,G
esquimalt-south-yellow,2011-11-8,G
esquimalt-south-yellow,2011-11-22,G
esquimalt-south-yellow,2011-12-6,G
esquimalt-south-yellow,2011-12-20,G
